Titulo;Tesista;Grado;Asesor;Resumen;Año;Especialidad
"Planificaci&oacute;n de horarios del personal de cirug&iacute;a de un hospital del Estado aplicando algoritmos gen&eacute;ticos (Time Tabling Problem)";"Bejarano Nicho, Gissella María"" xml:lang=""es_ES";Licenciatura;0;"El presente documento describe un proyecto de fin de carrera en Ciencias de la&#xA;Computación. Este proyecto intenta dar solución al problema de generación de&#xA;horarios del personal de un hospital, para ser más exactos del servicio de&#xA;Cirugía y Radioterapia de un hospital del estado.&#xA;La solución se construye con el uso de un algoritmo genético. Se ha tomado&#xA;como caso de estudio el servicio de un hospital del país, el cual se visitó en&#xA;repetidas ocasiones para el respectivo levantamiento de información y&#xA;adaptación de un algoritmo que cumpla con sus restricciones y requerimientos.&#xA;Para facilitar la búsqueda de esta solución se aplicará los operadores de&#xA;casamiento y mutación, especialmente pensados para la estructura del&#xA;cromosoma o individuo.&#xA;La calidad de las soluciones generadas por el algoritmo se medirá en base a la&#xA;cantidad de preferencias cumplidas (condiciones débiles, dado que las&#xA;restricciones y requerimientos son condiciones obligatorias que se cumplen en&#xA;cada solución. Para determinar los valores de los parámetros del algoritmo se&#xA;realizaron varias corridas con diferentes combinaciones de valores y se eligió la&#xA;que optimizaba la función objetivo de la solución. Se estima que la duración del&#xA;proyecto será de un año.";2011-06-13;Ingeniería Informática329
"An&aacute;lisis, dise&ntilde;o e implementaci&oacute;n de un sistema de registro y seguimiento de solicitudes a concesionarios de cafeter&iacute;as a trav&eacute;s de una intranet";"Fernández Céspedes, Kelly Verónica"" xml:lang=""es_ES";Licenciatura;0;"La presente tesis expone el trabajo de análisis, diseño e implementación llevado a&#xA;cabo en la construcción de un sistema de información que permite el registro y&#xA;seguimiento de solicitudes de servicios de cafetería de una organización que&#xA;trabaja con concesionarios de cafeterías; cuyo producto ha sido exitosamente&#xA;implantado en la Pontificia Universidad Católica del Perú.&#xA;El uso de este sistema apoyará y simplificará las labores administrativas y las de los&#xA;concesionarios de cafeterías en el registro de los pedidos de servicios de cafetería,&#xA;atención de dichos pedidos y pago de éstos.&#xA;El sistema ha sido construido usando metodología y herramientas orientadas a&#xA;objetos y estará conformado por distintas funcionalidades distribuidas en cinco&#xA;módulos principales:&#xA;registro de la solicitud de cafetería, registro de cotizaciones, aprobación de cotización, atención de solicitud de cafetería y generación de resumen de pago. En todo momento, todos los usuarios podrán consultar el flujo de estados por el que&#xA;pasa cada solicitud durante el proceso de atención; asimismo, podrán hacer uso de&#xA;búsquedas de solicitudes que permitirán acceder a solicitudes que cumplan con los&#xA;criterios de búsqueda ingresados.&#xA;El desarrollo de la presente tesis está basado en RUP, utilizando UML como&#xA;lenguaje de modelamiento y Java como lenguaje de programación.&#xA;La organización del proyecto de tesis está compuesta por cinco partes principales,&#xA;seguida de las conclusiones y una serie de anexos, con el fin de que el lector tenga&#xA;una visión completa del sistema a modelar. Así, en la primera parte se describe la&#xA;situación actual del proceso de registro y atención de los servicios de cafetería&#xA;solicitados; descripción que permitirá establecer los alcances y objetivos de la&#xA;aplicación práctica. Luego, se detalla la metodología a utilizar para el planteamiento&#xA;de la alternativa de solución. En la segunda parte, se presentan los requerimientos&#xA;identificados, que guían el desarrollo del sistema y se analiza la viabilidad del&#xA;proyecto. En la tercera parte, se diseña la alternativa de solución. En la cuarta&#xA;parte, se explica las decisiones relacionadas a la construcción de la solución.&#xA;Finalmente en la quinta parte, se incluyen las observaciones, conclusiones y&#xA;recomendaciones.";2011-06-13;Ingeniería Informática330
"An&aacute;lisis, dise&ntilde;o e implementaci&oacute;n de un sistema de apoyo a la gesti&oacute;n de informaci&oacute;n en empresas de producci&oacute;n basado en log&iacute;stica inversa";"Santos López, Félix Melchor."" xml:lang=""es_ES";Licenciatura;0;"El presente proyecto abarca el desarrollo de un sistema de apoyo a la gestión de&#xA;información en empresas de producción basado en logística, siendo la aplicación de&#xA;logística inversa en la etapa productiva y tomando en cuenta que las materias primas son no perecibles.&#xA;Por ello, en el capítulo 1 se muestra las generalidades del proyecto desarrollado así&#xA;como sus conceptos básicos que permiten un entendimiento teórico del tema.&#xA;Asimismo, se presenta la definición del problema, es decir, la ausencia de un&#xA;sistema de información para la aplicación de logística inversa y los beneficios de su&#xA;aplicación y uso. Así también, se presenta el objetivo general del proyecto y los&#xA;objetivos específicos necesarios para llevarlo a cabo. Seguidamente, se presenta el&#xA;marco conceptual del tema y el problema a tratar en sus definiciones más&#xA;importantes y detalladas, así como el entendimiento completo del proyecto a&#xA;desarrollar.";2011-05-09;Ingeniería Informática331
"Sistema de informaci&oacute;n de detecci&oacute;n de plagio en documentos digitales usando el m&eacute;todo Document Fingerprinting";"Alva Manchego, Fernando Emilio"" xml:lang=""es_ES";Licenciatura;0;"Actualmente, el plagio de documentos digitales es un problema que afecta, en&#xA;diferentes dimensiones, a la sociedad en su conjunto y, muy especialmente, al ámbito académico. Conociendo las graves consecuencias que puede traer su expansión, se decide realizar un trabajo que consiste en la implementación de un sistema de información que permita la detección automática de plagio en documento en formato electrónico.&#xA;Se incurre en plagio cuando se indica que una persona es autora de &quot;algo&quot; (ideas&#xA;plasmadas en documentos) que en realidad no ha elaborado y que ha copiado de otra persona o fuente sin realizar alguna modificación sustancial o un aporte&#xA;personal y sin referenciar convenientemente a la autora original.";2011-05-09;Ingeniería Informática332
"Sistema experto para el apoyo del proceso de orientaci&oacute;n vocacional para las carreras de ingenier&iacute;a en la Pontificia Universidad Cat&oacute;lica del Per&uacute;";"Tapia Castillo, Jackeline"" xml:lang=""es_ES";Licenciatura;0;"El presente proyecto de fin de carrera plantea la creación de un sistema&#xA;experto que sirva de apoyo al proceso de orientación vocacional de las carreras de Ingeniería de la Pontificia Universidad Católica del Perú.&#xA;La finalidad de dicho sistema es contar con una herramienta que permita al alumno identificar sus verdaderos intereses y habilidades así como disponer de la información necesaria acerca de las opciones vocacionales existentes, a su vez será una herramienta de apoyo para el orientador vocacional en su labor de asesoramiento a los alumnos sobre su futuro profesional.";2011-05-09;Ingeniería Informática333
"Un algoritmo GRASP con doble relajaci&oacute;n para resolver problema del flow shop scheduling";"Ramírez Rodríguez, César Oswaldo"" xml:lang=""es_ES";Licenciatura;0;"La mayoría de líneas de producción, incluso las grandes, no tienen una forma adecuada&#xA;de planificar su producción, optando por distribuciones manuales, producto del&#xA;conocimiento del jefe de planta o repitiendo alguna anterior con realidades distintas.&#xA;Esto conlleva a que los recursos (trabajadores, maquinas) estén sin trabajar (ociosas)&#xA;hasta ser utilizadas, manteniendo las máquinas prendidas, consumiendo&#xA;combustible y los trabajadores especialistas en una tarea, haciendo otra tarea.";2011-05-09;Ingeniería Informática334
"An&aacute;lisis, dise&ntilde;o e implementaci&oacute;n de un sistema de apoyo al seguimiento de procesos judiciales para un estudio de abogados";"Escobar Sedano, Mayra Carolina"" xml:lang=""es_ES";Licenciatura;0;"El presente proyecto de tesis tiene por finalidad ofrecer una solución que ayude a la&#xA;administración de procesos judiciales, orientándose a una instancia menor como lo&#xA;es un estudio de abogados. Esta solución permitirá administrar información&#xA;concerniente a clientes, abogados y procesos, entre otras.&#xA;El objetivo a largo plazo es que esta solución pueda ser tomada como base para&#xA;implementarse, haciendo las mejoras necesarias, en una instancia mayor como&#xA;podría ser un juzgado o fiscalía y que beneficie de esta manera al sistema judicial&#xA;del país el cual, en la actualidad, es ineficiente en el desarrollo de los procesos&#xA;judiciales debido a retardos, que a su vez son originados por la congestión de&#xA;expedientes o por la pérdida de éstos.";2011-05-09;Ingeniería Informática335
Desarrollo de una herramienta de soporte para el cuadro de mando integral;"Marín Martel, Roberto"" xml:lang=""es_ES";Licenciatura;0;"Todas las empresas tienen la necesidad de desarrollar una estrategia para poder lograr su visión como objetivo principal de su existencia y para ello elabora planes&#xA;estratégicos de mediano yo largo plazo que luego llevan a la práctica con las&#xA;operaciones de su negocio o con su actividad empresarial diaria.&#xA;Sin embargo en el quehacer cotidiano, como se puede tener la seguridad que la&#xA;estrategia yo visión de la empresa ha sido planteada adecuadamente y como saber si realmente se esta cumpliendo con los objetivos esperados.";2011-05-09;Ingeniería Informática336
"Sistema de informaci&oacute;n para una bolsa de energ&iacute;a en el sector el&eacute;ctrico y financiero peruano";"Bazalar Valverde, Gerardo Manuel Martín"" xml:lang=""es_ES";Licenciatura;0;Los Sistemas de Información son una necesidad cada vez mayor en todos los ámbitos de la economía nacional, son parte de las estrategias de automatización de los procesos en la búsqueda de mayor productividad además de ser usados por muchas organizaciones como el camino para el desarrollo de nuevas estrategias de negocios. Dentro de estas estrategias encontramos a las que desarrollan a la Bolsa de Energía, una institución similar a las bolsas de valores pero cuyo elemento de negociación es la energía y derivados financieros que la tienen como activo subyacente.;2011-05-09;Ingeniería Informática337
Mejora del proceso software de una empresa desarrolladora de software : caso Competisoft-Peru Omega, segundo ciclo;"Cáceres Vizcarra, Lorenzo Esteban"" xml:lang=""es_ES";Licenciatura;0;"El presente trabajo de tesis está enmarcado dentro del proyecto COMPETISOFT (mejora de&#xA;procesos para fomentar la competitividad de la pequeña y mediana industria de software de&#xA;Iberoamérica) y desarrollada por diferentes universidades y empresas a nivel internacional.&#xA;En éste documento se presenta las memorias de la realización del segundo ciclo de mejora&#xA;de procesos en el proyecto COMPETISOFT PERÚ. La empresa participante ha sido&#xA;identificada con la letra OMEGA y es una pyme desarrolladora de software que provee&#xA;soluciones a medida al sector financiero.";2011-05-09;Ingeniería Informática338
"Sistema de informaci&oacute;n para la configuraci&oacute;n y aplicaci&oacute;n de encuestas de clima laboral";"Lara Flores, Juan Carlos"" xml:lang=""es_ES";Licenciatura;0;El presente trabajo de tesis permitirá conocer el análisis, desarrollo e implementación del Sistema de Encuestas de Clima Laboral Qtool, herramienta mediante la cual se puede obtener el índice de satisfacción de los empleados frente a su organización, obteniendo como resultado de dicho estudio las fortalezas y debilidades de la organización frente a sus empleados.;2011-05-09;Ingeniería Informática339
"An&aacute;lisis, dise&ntilde;o e implementaci&oacute;n de un datamart de clientes para el &aacute;rea de marketing de una entidad aseguradora";"Fernandez Ochoa, Eddy Armando."" xml:lang=""es_ES";Licenciatura;0;"La empresa en donde se implementó la presente solución maneja en su sistema transaccional información de Clientes, Productos, Ramos, Siniestros, Pólizas, Certificados y Planes. El Área de Marketing necesita explotar la misma para poder analizar la información y tomar mejores decisiones en base a ello.&#xA;&#xA;Las soluciones existentes se encuentran inoperativas por inconvenientes en su tiempo de carga y reglas de negocio mal definidas. Se necesitan definir indicadores para la gestión de clientes que se encuentren alineados con los objetivos del área. Asimismo, para asegurar la correcta carga se crearan nuevos procesos ETL los cuales permitirán generar información oportunamente.";2011-05-09;Ingeniería Informática340
"Sistema de an&aacute;lisis, dise&ntilde;o e implementaci&oacute;n para la administraci&oacute;n de comunidades cristianas";"Díaz Jiménez, Giannina Lizeth"" xml:lang=""es_ES";Licenciatura;0;El siguiente proyecto de fin de carrera tiene como finalidad realizar un sistema para la administración de los principales procesos que tiene una comunidad cristiana de cualquier denominación para lograr mejorar el servicio que tiene la iglesia con sus miembros.;2011-05-09;Ingeniería Informática341
"Mejora del proceso software de una peque&ntilde;a empresa desarrolladora de software : caso COMPETISOFT-Per&uacute; Lambda";"Vergara González, Dianne Britt"" xml:lang=""es_ES";Licenciatura;0;"Este proyecto de fin de carrera, presenta la implementación de un ciclo de mejora basado en el marco de trabajo de COMPETISOFT. Dicho proyecto se ejecuta en una pyme a la que denominaremos LAMBDA que cuenta con desarrollos e innovaciones propietarios en un campo muy especializado en hardware y software y tecnologías de&#xA;Infraestructura, cabe resaltar que dicha empresa cuenta con la certificación ISO&#xA;9001:2000 en diseño y desarrollo de software, ello facilitó en gran medida a la&#xA;ejecución del proyecto, ya que la cultura organizacional no mostró tanto rechazo al&#xA;cambio, pues se entendía que los cambios eran para mejorar y no para buscar culpables y por ende generar despidos.";2011-05-09;Ingeniería Informática342
"Sistema de gesti&oacute;n de seguridad de informaci&oacute;n para una instituci&oacute;n financiera";"Villena Aguilar, Moisés Antonio"" xml:lang=""es_ES";Licenciatura;0;La presente tesis ha realizado una investigación de las normas y estándares que van difundiéndose con mayor énfasis en el mercado peruano, en especial en el sector financiero. Se rescataron los aspectos más saltantes de cada norma y estándar, a partir de los cuales se plantea un esquema de gestión de seguridad de información que puede ser empleado por una institución financiera en el Perú, lo cual permitirá que ésta cumpla con las normas de regulación vigentes en lo relacionado a la Seguridad de Información.;2011-05-09;Ingeniería Informática343
"Sistema de informaci&oacute;n para el costeo por procesos de las industrias vitivin&iacute;colas";"Yi Sánchez, Zenaida Liliana"" xml:lang=""es_ES";Licenciatura;0;"La demanda creciente de vinos a nivel del Perú y del mundo ha originado un auge inusitado en las industrias vitivinícolas las cuales son contadas a nivel nacional. Los métodos empleados actualmente que soportan la mayoría de sus procesos de fabricación de vinos son manuales, lo cual conlleva a una proliferación de error humano y a una inversión de tiempo considerable en revisiones y correcciones. &#xA;Ante esta situación, el presente trabajo de tesis presenta una alternativa de solución que de aplicarse facultará al sector vitivinícola obtener información exacta, confiable y oportuna sobre los costos incurridos durante todo el proceso de elaboración de vinos. A su vez, se logrará la trazabilidad que implica el reconocimiento y la preferencia del público; además de una oportunidad de mejorar la toma de decisiones administrando y planeando las adquisiciones de los recursos de una manera más eficiente.";2011-05-09;Ingeniería Informática344
Sistema administrador de requerimientos y planificador de tareas;"Grillo Oshiro, Luzmila"" xml:lang=""es_ES,La Rosa Macedo, Gina"" xml:lang=""es_ES";Licenciatura;0;"Según un informe de Gartner Group, cerca del 46 del total de proyectos tienen grandes desfases en tiempo de finalización y adecuación funcional de las necesidades que se pretenden cubrir. Además el 28 del total de proyectos se abandonaban tras haber gastado un cierto tiempo y dinero y además sin ningún retorno de la inversión. [Gartner Symposium ItxPo 2004]&#xA;El presente trabajo de tesis fue concebido con el propósito de ordenar y sistematizar el flujo de los requerimientos que los usuarios realizan, administrando la forma en que sus necesidades llegan al área de sistemas. Por ello, se ha realizado una investigación para estructurar una base sólida para la elaboración de un producto de software que colabore en la gestión de requerimientos de la empresa en donde se realizó el proyecto.";2011-05-09;Ingeniería Informática345
"Sistema de gesti&oacute;n de ambientes en una escuela de negocios";"Espinoza Reyes, Nancy Raquel"" xml:lang=""es_ES";Licenciatura;0;El Sistema de Gestión de Ambientes tiene como objetivo ser una herramienta que permita agilizar estos procesos, siendo de apoyo para la correcta administración de las diversas actividades que se desenvuelven en la escuela de negocios. El presente trabajo de tesis presenta las etapas de análisis, diseño e implementación que se siguieron para desarrollar el sistema.;2011-05-09;Ingeniería Informática346
"Int&eacute;rprete de p&aacute;ginas Web din&aacute;micas para el servidor Apache";"Kong Moreno, Martín Richard"" xml:lang=""es_ES";Licenciatura;0;El presente trabajo tiene como objetivo explicar cómo funciona la tecnología Server-Side Scripting en la generación de páginas web dinámicas, desarrollando dos versiones de un intérprete basado en las reglas del lenguaje Pascal. La primera de estas versiones corre como un módulo DSO (Dynamic Shared Object) integrada al servidor Apache, mientras que la segunda es un intérprete independiente que genera las páginas dinámicamente interactuando con el servidor Apache vía CGI.;2011-05-09;Ingeniería Informática347
"Desarrollo de la metodolog&iacute;a para la implementaci&oacute;n de un sistema de gesti&oacute;n de calidad aplicado al software de computadora seg&uacute;n la norma internacional ISO 9001:2000, bajo los lineamientos de la ISO 90003:2004";"Dioses Farfán, Silvia Lorena"" xml:lang=""es_ES";Licenciatura;0;Existen recomendaciones de aplicación de calidad orientados a todo tipo de actividades, y por tanto el desarrollo de software no es la excepción. Pero muchas veces ocurre que poner en práctica la recomendación es más complicado de lo que parece. Y en ese sentido, el propósito de este trabajo es proponer una metodología práctica, que explique paso a paso cómo implantar un sistema de gestión de calidad aplicado al desarrollo de software.;2011-05-09;Ingeniería Informática348
"Mejora del proceso software de una peque&ntilde;a empresa desarrolladora de software : caso Competisoft-Per&uacute;-Omega";"Briceño Ortega, Deborah Gabriela"" xml:lang=""es_ES";Licenciatura;0;"La mejora de procesos en una Pyme es un trabajo que implica, además de temas&#xA;técnicos, temas de administración y gestión de recursos humanos. En este proyecto&#xA;de tesis se realizó el esfuerzo de mejora en una Pyme dedicada a la venta y&#xA;comercialización de un Sistema Integrado especializado, esta empresa fue&#xA;evaluada al inicio del proyecto para identificar brechas respecto al modelo,&#xA;posteriormente se propuso un plan de mejora, el cual fue implementado a través de&#xA;pilotos dentro de la empresa. Finalmente se realizó una evaluación de los&#xA;resultados obtenidos.";2011-05-09;Ingeniería Informática349
"Implementaci&oacute;n de firma digital en una plataforma de comercio electr&oacute;nico";"García Rojas, Walter Augusto"" xml:lang=""es_ES";Licenciatura;0;El objetivo de la presente tesis es desarrollar un esquema de Firma Digital para una plataforma Web de comercio electrónico haciendo uso de la infraestructura adecuada que permita firmar documentos y contratos con cien por ciento de valor legal y que sean cien por ciento confiables.;2011-05-09;Ingeniería Informática350
"Mejora del proceso software de una peque&ntilde;a empresa desarrolladora de software : caso COMPETISOFT-Per&uacute; Tau";"Sánchez Lorenzo, Gonzalo Alonso"" xml:lang=""es_ES";Licenciatura;0;"Este proyecto de fin de carrera, presenta la implementación de un ciclo de mejora&#xA;basado en el marco de trabajo COMPETISOFT (MoProSoft, EvalProSoft, PMCompetiSoft). La implementación se ejecuta en una PYME de Perú dedicada al desarrollo integral de soluciones tecnológicas a medida en el mercado de Internet, aplicaciones de negocios &quot;Web enabled&quot;, marketing interactivo y producción multimedia.";2011-05-09;Ingeniería Informática351
"Localizaci&oacute;n del sistema SAP en la gesti&oacute;n de procesos de generaci&oacute;n, renovaci&oacute;n y refinanciaci&oacute;n de letras de cambio en la empresa peruana";"Huerta García, Sylma Nirvana"" xml:lang=""es_ES";Licenciatura;0;La presente Tesis tiene por objeto realizar el análisis, diseño e implementación de un Módulo automatizado de Generación y Refinanciación de Letras de Cambio, aplicando el Sistema Alemán SAP R3 (Sistemas, Aplicaciones y Productos), módulo de finanzas, adaptado al caso real de una empresa peruana. Accesoriamente, busca proveer a éstas de una herramienta que les facilite la gestión integral y contabilización financiera de las letras de cambio, así como diversificar y optimizar los servicios demandados por los clientes, en términos de economía de recursos y rapidez en la atención.;2011-05-09;Ingeniería Informática352
"Evaluaci&oacute;n del proceso de generaci&oacute;n de propuestas de precio fijo para la implementaci&oacute;n de software empaquetado";"López-Vera Flórez, Pedro Pablo"" xml:lang=""es_ES";Licenciatura;0;"Esta tendencia ha generado una importante oportunidad de negocio para compañías de Servicios de Información que se dediquen a la implementación de este tipo de Software, especialmente para aquellas dispuestas a presentar propuestas de precio fijo. Este tipo de propuesta es la más requerida por las compañías pertenecientes a este segmento de mercado ya que les permite transferir al proveedor el riesgo de asumir costos inesperados durante la implementación del software.&#xA;El presente estudio pretende brindar a estas compañías, especialmente aquellas que no cuentan con metodologías y procedimientos sofisticados, una herramienta que sirva como marco referencial para optimizar el proceso de generación de una propuesta de precio fijo; minimizando la ocurrencia de errores por defecto, lo que significaría una subestimación de costos, o de errores por exceso, lo que representaría perder negocios por sobreprecio. Al elevar la calidad en sus propuestas de precio fijo, mejorando la definición del alcance y la estimación del precio del servicio, estas compañías estarán en una mejor posición para obtener negocios rentables.";2011-05-09;Ingeniería Informática353
"Mejora del proceso software de una empresa desarrolladora de software : caso Competisoft-Per&uacute; Delta";"Nakashima Chávez, Giancarlo Juan"" xml:lang=""es_ES";Licenciatura;0;"El presente proyecto de fin de carrera corresponde a la ejecución de un ciclo de&#xA;mejora de procesos realizado en una pyme que se dedica principalmente al desarrollo de software, denominada en el proyecto y en el presente documento, por acuerdo de confidencialidad como DELTA.&#xA;Para la realización del ciclo de mejora se utilizó el modelo COMPETISOFT, &quot;Mejora&#xA;de Procesos para Fomentar la Competitividad de la Pequeña y Mediana Industria del Software de Iberoamérica&quot;, financiado por la CYTED (Ciencia y Tecnología para el Desarrollo). Es importante resaltar que este modelo está siendo implantado y probado en diversas empresas peruanas desarrolladoras de software, a través de un trabajo conjunto con alumnos de la Pontificia Universidad Católica del Perú, grupo denominado COMPETISOFTPUCP.";2011-05-09;Ingeniería Informática354
Desarrollo del software del sistema embebido de la burbuja artificial neonatal;"Barrios Montalvo, Andrés"" xml:lang=""es_ES";Licenciatura;0;"El presente trabajo plantea el desarrollo del software de tiempo real del sistema embebido de la Burbuja Artificial Neonatal, en su Fase Experimental, capaz de controlar simultáneamente las múltiples variables ambientales como temperatura, porcentaje de humedad relativa, flujo y porcentaje de oxígeno; capaz de permitir la interacción con el usuario; y, capaz de monitorizar los parámetros ambientales.";2011-05-09;Ingeniería Informática355
"An&aacute;lisis y dise&ntilde;o de una herramienta de desarrollo de soluciones para inteligencia de negocios m&oacute;dulo de extracci&oacute;n";"Infantas Asunción, Pilar Eliana"" xml:lang=""es_ES,Mendoza Suárez, César Manuel"" xml:lang=""es_ES,Uribe Uribe, María Magdalena"" xml:lang=""es_ES";Licenciatura;"Morales, Luis"" xml:lang=""es_ES,Basurto Figueroa, Carla Shirley"" xml:lang=""es_ES,Flores, Luis"" xml:lang=""es_ES,Davila, Abraham"" xml:lang=""es_ES";"La Tecnología de Información (TI) es, en la actualidad, un componente de gran importancia para cualquier organización. Sin embargo, son los datos y su adecuado manejo como transformaciones, búsqueda de patrones, y consolidaciones; lo que le da un carácter estratégico a la TI en la organización. En este contexto es donde aparecen conceptos como el de Inteligencia de Negocios, que apoyados en técnicas, estrategias, metodologías y herramientas buscan ofrecer información más adecuada para la toma de decisiones. Una solución de Inteligencia de Negocios puede, con gran posibilidad, cambiar el rumbo de una organización.&#xA;La implementación de soluciones de Inteligencia de Negocios se apoya necesariamente en un conjunto de herramientas informáticas que tienen que cubrir un ciclo de trabajo que comienza con la definición de un almacén de datos o Data Warehouse, la extracción y transformación de los datos desde diversas fuentes de información, y finalmente, la explotación de la información a través de diversos reportes tabulares y gráficos que permitan a la alta dirección de una organización la toma de decisiones.&#xA;El presente proyecto de tesis busca realizar el análisis y diseño del módulo de extracción de una herramienta básica para Soluciones de Inteligencia de Negocios que cubra todos los procesos del ciclo de trabajo. La arquitectura permitirá que una organización provea el servicio de Inteligencia de Negocios a múltiples organizaciones. Además, se toma en cuenta la escalabilidad del producto para soportar mayor número de fuentes de datos en futuras versiones.";2011-05-09;Ingeniería Informática356
"An&aacute;lisis, dise&ntilde;o e implementaci&oacute;n de una aplicaci&oacute;n para la administraci&oacute;n de las herramientas de seguridad en una red local";"Cohn Muroy, Dennis Stephen"" xml:lang=""es_ES";Licenciatura;0;"Las soluciones presentes en el mercado, a pesar de poseer un adecuado desempeño en cuanto a la prevención y la detección de los ataques, carecen de un entorno intuitivo y de fácil uso, lo cual influye en el registro de reglas débiles o erróneas; provocando agujeros en el perímetro de la seguridad de la red local.&#xA;Es por ello, que en el presente documento se plantea como solución analizar, diseñar e implementar una aplicación para facilitar la administración de las herramientas Iptables, Squid y Snort; utilizadas para proteger la información dentro de una red local.";2011-05-09;Ingeniería Informática357
"Construcci&oacute;n y pruebas de una herramienta de desarrollo de soluciones para inteligencia de negocios : m&oacute;dulo de extracci&oacute;n";"Dall'Orto Gonzáles del Valle, Luis Fernando"" xml:lang=""es_ES,Wu Yamashita, Raúl David"" xml:lang=""es_ES";Licenciatura;0;El presente proyecto de tesis busca implementar el módulo de extracción de una herramienta básica para Soluciones de Inteligencia de Negocios que cubra todos los procesos del ciclo de trabajo. La arquitectura permitirá que una organización provea el servicio de Inteligencia de Negocios a múltiples organizaciones. Además, se toma en cuenta la escalabilidad del producto para soportar mayor número de fuentes de datos en futuras versiones.;2011-05-09;Ingeniería Informática358
"An&aacute;lisis y dise&ntilde;o de un sistema de tr&aacute;mite de documentos de pago a proveedores v&iacute;a intranet";"Carrera Jimenez, Dorila Sarita"" xml:lang=""es_ES";Licenciatura;0;"La presente tesis propone el análisis y diseño un sistema de trámite de documentos&#xA;de pago a proveedores vía Intranet, que puede ser implementado en cualquier&#xA;institución organizada en unidades.&#xA;La organización de este documento, guía al lector en el conocimiento gradual del&#xA;problema, el análisis y diseño de la alternativa de solución. Así, en el primer&#xA;capítulo, se presenta la definición y el marco conceptual del problema, y se describe&#xA;y sustenta la alternativa de solución. En el segundo capítulo, se detalla la metodología a utilizar, los requerimientos identificados y el análisis de los mismos. En el tercer capítulo, se diseña la alternativa de solución. Finalmente, en el cuarto&#xA;capítulo, se incluyen las observaciones, conclusiones y recomendaciones.";2011-05-09;Ingeniería Informática359
"Construcci&oacute;n y pruebas de una herramienta de desarrollo de soluciones para inteligencia de negocios : an&aacute;lisis dimensional";"López Gonzáles, Rosario Graciela"" xml:lang=""es_ES,Urbina Palomino, Luis Alejandro"" xml:lang=""es_ES";Licenciatura;0;El presente proyecto de tesis consiste en construir una aplicación que asiste en el diseño de modelos de datos dimensionales, parte fundamental del data mart. Estos modelos podrán ser enviados a motores de base de datos y generados en ellos, automáticamente.;2011-05-09;Ingeniería Informática360
"An&aacute;lisis, dise&ntilde;o, implementaci&oacute;n e integraci&oacute;n de un sistema de gesti&oacute;n de casos y un softphone Web para un centro de contacto virtual con m&uacute;ltiples medios de comunicaci&oacute;n";"Cedillo Crisosto, Franco Eduardo"" xml:lang=""es_ES";Licenciatura;0;El presente trabajo cubre el análisis, diseño, implementación e integración de componentes para un Centro de Contacto Virtual con múltiples medios de comunicación.;2011-05-09;Ingeniería Informática361
"Construcci&oacute;n de una herramienta de desarrollo de soluciones para inteligencia de negocios : explotaci&oacute;n";"Falcón Cisneros, Sergio Daniel"" xml:lang=""es_ES,Celi Peña, Raúl Alejandro"" xml:lang=""es_ES,Palma Stanciuc, Rossana Inés"" xml:lang=""es_ES";Licenciatura;0;"Se dice que la información es poder, y no poder de autoridad y de opresión, sino poder&#xA;para la toma de decisiones correctas en el momento oportuno. Día a día más empresas van&#xA;descubriendo esto y consideran a la información como un activo muy valioso. Esta idea no es&#xA;errónea del todo, si pensamos en que el manejo correcto de información, puede ofrecer a la&#xA;empresa, entre otras ventajas, más competitividad. Justamente para cubrir esta necesidad de&#xA;manejo de información, se van haciendo necesarias nuevas herramientas TI que permitan&#xA;generar los reportes necesarios para los directores y gerentes de la empresa, y los usuarios de&#xA;estas herramientas se vuelven cada vez más exigentes, conforme descubren el valor agregado&#xA;que estas herramientas ofrecen.";2011-05-09;Ingeniería Informática362
"An&aacute;lisis, dise&ntilde;o y construcci&oacute;n de una herramienta para soporte de evaluaciones diagn&oacute;sticas de procesos para pymes desarrolladoras de software";"Vallejos Contreras, Carlos Alberto"" xml:lang=""es_ES";Licenciatura;0;El presente trabajo de tesis abarca el estudio de normas técnicas estándar reconocidas que permiten implentar modelos de evaluación y modelos de mejopra de procesos (como serie de normas técnicas ISOIEC 15504 y Agile SPI), el estudio del modelo de evaluación EvalProSoft que permite medir la capacidad de los procesos de las pymes, el diseño y la implentación de una aplicación que permita informatizar modelos de evaluación de procesos para que, a partir de uno de ellos, se puedan generar y realizar evaluaciones para la determinación del nivel de capacidad de los procesos de las pymes. Esta aplicación informática se llam EvaDiPS.;2011-05-09;Ingeniería Informática363
"An&aacute;lisis y dise&ntilde;o de un sistema para controlar el proceso de emisi&oacute;n de reportes basado en pol&iacute;ticas";"Valencia Henzler, Óscar Daniel"" xml:lang=""es_ES";Licenciatura;0;"La obtención de reportes y procesamientos en lote son temas de vital importancia para el manejo de una empresa de cualquier magnitud.&#xA;El presente trabajo de tesis inicia con un estudio detallado de varias herramientas para la administración de procesos para una organización. Teniendo en cuenta los resultados de este estudio se propone la creación de una herramienta que cuenta con una serie de capacidades y sea fácilmente adaptable a diferentes organizaciones y escenarios.";2011-05-09;Ingeniería Informática364
